Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,TOV,PF,PTS
1969-70,24,PTP,ABA,PF,20,NA,255,6.9,16.9,0.408,0,0.1,0,6.9,16.8,0.412,3.2,4.7,0.697,5.1,6.9,12,2.5,2,7.3,17.1
Career,NA,,ABA,,20,NA,255,6.9,16.9,0.408,0,0.1,0,6.9,16.8,0.412,3.2,4.7,0.697,5.1,6.9,12,2.5,2,7.3,17.1
