Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
1981-82,22,WSB,NBA,SF,4,NA,28,3.6,3.6,1,0,0,NA,3.6,3.6,1,1.8,3.6,0.5,3.6,1.8,5.4,3.6,1.8,0,0,10.8,9,NA,182,105
Career,NA,,NBA,,4,NA,28,3.6,3.6,1,0,0,NA,3.6,3.6,1,1.8,3.6,0.5,3.6,1.8,5.4,3.6,1.8,0,0,10.8,9,NA,182,105
