,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,TOV,PF,PTS
1967-68,27,KEN,ABA,,11,,0,,,,12,14,,,,,,,34
1968-69,28,KEN,ABA,,10,,1,,,,6,10,,,,,,,26
1969-70,29,KEN,ABA,,2,,0,,,,5,6,,,,,,,9
Career,,,,,11,,1,,,,12,14,,,,,,,34
