,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2000-01,26,BOS,NBA,PF,60,478,,,3%,75%,22%,-3.0,-0.6,10,6,39,1,10,0,92,0,7
2001-02,27,BOS,NBA,PF,56,718,,,5%,67%,29%,-0.7,-3.7,11,7,41,4,6,0,100,1,6
2002-03,28,BOS,NBA,SF,82,1949,,,54%,44%,2%,-1.6,-2.5,33,15,109,4,30,0,249,4,11
2003-04,29,BOS,NBA,PF,77,1900,,,6%,92%,2%,-2.2,-1.6,49,24,98,11,24,0,274,7,14
2004-05,30,TOT,NBA,PF,72,906,,,1%,91%,8%,-1.3,-6.2,17,11,77,7,8,0,88,1,5
2004-05,30,BOS,NBA,PF,44,553,,,1%,91%,8%,+2.5,+1.8,7,9,47,1,4,0,59,1,2
2004-05,30,PHO,NBA,PF,28,353,,,,92%,8%,-6.7,-15.6,10,2,30,6,4,0,29,0,3
2005-06,31,LAC,NBA,SF,36,353,,,38%,58%,3%,+1.5,-0.4,10,5,27,1,10,4,49,3,7
Career,,,NBA,,383,6304,,,21%,71%,8%,-1.6,-2.6,130,68,391,28,88,4,852,16,50
,,,,,,,,,,,,,,,,,,,,,,
5 seasons,,BOS,NBA,,319,5598,,,21%,71%,8%,-1.4,-1.8,110,61,334,21,74,0,774,13,40
1 season,,LAC,NBA,,36,353,,,38%,58%,3%,+1.5,-0.4,10,5,27,1,10,4,49,3,7
1 season,,PHO,NBA,,28,353,,,,92%,8%,-6.7,-15.6,10,2,30,6,4,0,29,0,3
