Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
1996-97,22,NYK,NBA,PF,2,4,58.9,1,0,0,0,0,0,0,13.7,0,0,24.3,NA,0,0,0,0.567,NA,24.2,19.2,43.4,0
2001-02,27,BOS,NBA,PF,14,194,8.9,0.524,0.474,0.237,4.7,14.8,9.8,3.5,1.1,0,8.7,11.1,NA,0.2,0.2,0.4,0.104,NA,-2.6,-0.6,-3.2,-0.1
2002-03,28,BOS,NBA,SF,10,352,11.9,0.634,0.693,0.093,3.3,10.6,7,10.9,1.2,1.1,12.3,12,NA,0.5,0.4,0.9,0.123,NA,1.3,0.9,2.2,0.4
2003-04,29,BOS,NBA,PF,4,127,11.5,0.609,0.652,0,2.8,15.5,9.4,12.3,0.8,1.1,14.8,10,NA,0.2,-0.1,0.1,0.033,NA,1,0,1,0.1
2004-05,30,PHO,NBA,PF,8,55,1.4,0.304,0.667,0.222,0,11.6,6.1,6.6,1.9,2.5,9.2,8.8,NA,-0.1,0,0,-0.035,NA,-6.1,2,-4.1,0
2005-06,31,LAC,NBA,SF,8,10,-5.5,0.25,0.25,0,0,10.7,5.8,0,0,0,0,18.1,NA,0,0,0,-0.154,NA,-12.4,-3.9,-16.3,0
Career,NA,,NBA,,46,742,10.3,0.576,0.609,0.119,3.3,12.6,8,8.7,1.2,0.9,11.2,11.3,NA,0.8,0.6,1.4,0.09,NA,-0.4,0.5,0.1,0.4
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,BOS,NBA,,28,673,11,0.598,0.625,0.118,3.6,12.7,8.3,9,1.1,0.8,11.7,11.4,NA,0.9,0.5,1.4,0.101,NA,0.1,0.3,0.4,0.4
1 season,NA,LAC,NBA,,8,10,-5.5,0.25,0.25,0,0,10.7,5.8,0,0,0,0,18.1,NA,0,0,0,-0.154,NA,-12.4,-3.9,-16.3,0
1 season,NA,PHO,NBA,,8,55,1.4,0.304,0.667,0.222,0,11.6,6.1,6.6,1.9,2.5,9.2,8.8,NA,-0.1,0,0,-0.035,NA,-6.1,2,-4.1,0
1 season,NA,NYK,NBA,,2,4,58.9,1,0,0,0,0,0,0,13.7,0,0,24.3,NA,0,0,0,0.567,NA,24.2,19.2,43.4,0
