Thru 3 Years,Thru 3 Years,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3
Justin Hamilton,,2.1,1.5,0.1
Joffrey Lauvergne,91.9,2.3,1.5,0.1
Jusuf Nurkić,90.7,2,1.6,0.4
Eric Leckner,89.1,1.7,1.5,0.2
Vitaly Potapenko,87.2,2.2,1.5,0.5
Tom LaGarde,83.9,2.2,1.7,0.4
Henry Sims,82.2,2.1,2.1,0
Irv Rothenberg,82.1,2.3,1.6,-0.2
Zaid Abdul-Aziz,80.2,2,1.8,-0.3
Predrag Drobnjak,79.1,2.4,1.6,0.7
Mark Blount,78.6,1.9,1.7,0.7
