,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2000-01,31,CHH,NBA,C,80,2811,.444,9.6,.993,.357,.114,.237,.285,.007,.447,.555,.375,.406,.375,.000,.711,.041,18,,.250,.000,1,0
2001-02,32,CHH,NBA,C,80,2563,.474,8.1,1.000,.421,.101,.269,.209,.000,.474,.568,.283,.472,.382,,.736,.072,37,,,,0,0
2002-03,33,NOH,NBA,PF,78,2609,.531,8.4,.995,.348,.176,.283,.188,.005,.533,.593,.434,.518,.540,.000,.724,.050,28,,.000,,0,0
2003-04,34,NOH,NBA,PF,80,2753,.476,9.8,.999,.320,.111,.271,.296,.001,.477,.575,.342,.446,.450,.000,.767,.067,46,,.000,,0,0
2004-05,35,NOH,NBA,PF,82,2817,.446,9.9,1.000,.323,.109,.247,.321,.000,.446,.535,.337,.390,.436,,.713,.050,30,,,,0,0
2005-06,36,NOK,NBA,C,75,2380,.461,10.5,1.000,.285,.108,.268,.340,.000,.461,.524,.302,.391,.515,,.773,.055,25,,,,0,0
2006-07,37,CHI,NBA,PF,72,1456,.407,9.8,.995,.333,.120,.244,.299,.005,.409,.424,.220,.431,.448,.000,.788,.036,13,,.000,,1,0
2007-08,38,BOS,NBA,PF,18,209,.341,8.8,.976,.439,.073,.171,.293,.024,.350,.333,.333,.429,.333,.000,.643,.024,1,,.000,,0,0
Career,,,NBA,,565,17598,.464,9.5,.997,.340,.119,.259,.279,.003,.465,.543,.341,.437,.449,.000,.741,.054,198,,.091,.000,2,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4 seasons,,"NOH,NOK",NBA,,315,10559,.477,9.7,.998,.320,.125,.266,.288,.002,.477,.558,.363,.436,.476,.000,.743,.056,129,,.000,,0,0
2 seasons,,CHH,NBA,,160,5374,.459,8.9,.996,.388,.108,.253,.248,.004,.460,.562,.333,.440,.378,.000,.723,.056,55,,.250,.000,1,0
1 season,,CHI,NBA,,72,1456,.407,9.8,.995,.333,.120,.244,.299,.005,.409,.424,.220,.431,.448,.000,.788,.036,13,,.000,,1,0
1 season,,BOS,NBA,,18,209,.341,8.8,.976,.439,.073,.171,.293,.024,.350,.333,.333,.429,.333,.000,.643,.024,1,,.000,,0,0
