,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2000-01,31,CHH,NBA,C,10,385,,,,22%,78%,+10.5,+18.3,4,2,13,1,13,0,24,3,7
2001-02,32,CHH,NBA,C,9,331,,,,30%,70%,-1.6,-6.5,1,0,15,2,15,0,31,1,4
2002-03,33,NOH,NBA,PF,6,193,,,,93%,7%,-11.0,-28.7,3,2,6,0,9,0,15,1,1
2003-04,34,NOH,NBA,PF,7,256,,,,78%,22%,-4.3,-3.8,8,2,10,3,4,0,36,1,1
2006-07,37,CHI,NBA,PF,10,228,,,,76%,24%,+5.6,+8.7,3,1,18,1,10,1,26,1,6
2007-08,38,BOS,NBA,PF,25,341,,,,94%,6%,-7.4,-18.5,2,1,37,4,12,3,25,1,4
Career,,,NBA,,67,1734,,,,61%,39%,-0.5,-3.4,21,8,99,11,63,4,157,8,23
,,,,,,,,,,,,,,,,,,,,,,
1 season,,BOS,NBA,,25,341,,,,94%,6%,-7.4,-18.5,2,1,37,4,12,3,25,1,4
2 seasons,,CHH,NBA,,19,716,,,,26%,74%,+4.9,+6.8,5,2,28,3,28,0,55,4,11
2 seasons,,NOH,NBA,,13,449,,,,84%,16%,-7.2,-14.5,11,4,16,3,13,0,51,2,2
1 season,,CHI,NBA,,10,228,,,,76%,24%,+5.6,+8.7,3,1,18,1,10,1,26,1,6
