Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1957-58,26,STL,NBA,NA,4,NA,13,8.3,22.2,0.375,2.8,5.5,0.5,5.5,5.5,8.3,19.4
Career,NA,,NBA,NA,4,NA,13,8.3,22.2,0.375,2.8,5.5,0.5,5.5,5.5,8.3,19.4
