,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1974-75,23,SDA,ABA,,3,,0,,,,2,2,,,,,,,,,6
1975-76,24,POR,NBA,,1,2,,,,,2,2,0,2,2,5,2,0,,4,4
Career,,,TOT,,3,,,,,,2,2,,,,,,,,,6
,,,NBA,,1,2,,,,,2,2,0,2,2,5,2,0,,4,4
,,,ABA,,3,,0,,,,2,2,,,,,,,,,6
,,,,,,,,,,,,,,,,,,,,,
1 Season,,POR,NBA,,1,2,,,,,2,2,0,2,2,5,2,0,,4,4
1 Season,,SDA,ABA,,3,,0,,,,2,2,,,,,,,,,6
