Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1948-49,23,NYK,BAA,NA,11,NA,NA,NA,NA,0.375,NA,NA,0.5,NA,NA,NA,NA
1949-50,24,NYK,NBA,NA,29,NA,NA,NA,NA,0.297,NA,NA,0.452,NA,NA,NA,NA
1950-51,25,TOT,NBA,NA,48,NA,NA,NA,NA,0.336,NA,NA,0.62,NA,NA,NA,NA
1950-51,25,NYK,NBA,NA,6,NA,NA,NA,NA,0.333,NA,NA,0.5,NA,NA,NA,NA
1950-51,25,BLB,NBA,NA,42,NA,NA,NA,NA,0.336,NA,NA,0.623,NA,NA,NA,NA
Career,NA,,TOT,NA,88,NA,NA,NA,NA,0.334,NA,NA,0.561,NA,NA,NA,NA
,NA,,NBA,NA,77,NA,NA,NA,NA,0.328,NA,NA,0.569,NA,NA,NA,NA
,NA,,BAA,NA,11,NA,NA,NA,NA,0.375,NA,NA,0.5,NA,NA,NA,NA
,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,NYK,BAA,NA,46,NA,NA,NA,NA,0.33,NA,NA,0.467,NA,NA,NA,NA
1 season,NA,BLB,NBA,NA,42,NA,NA,NA,NA,0.336,NA,NA,0.623,NA,NA,NA,NA
