Career,Career,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3,4
Gene James,,0.5,0.3,0.1,NA
Alex Poythress,82.5,0.5,0.3,0.1,NA
Anthony Cook,80.8,0.5,0.4,0.1,0.1
Josh Davis,78.9,0.5,0.3,0,0
Mark Randall,77.6,0.5,0.3,0.2,0
Josh Huestis,74.9,0.5,0.2,0,NA
Roderick McDonald,70.7,0.5,0.5,0.2,NA
Anthony Frederick,69.9,0.5,0.2,0,NA
Quincy Lewis,69.6,0.3,0.3,0.1,0
Pape Sow,69.4,0.6,0.2,0.1,NA
Scott Roth,69.0,0.7,0.3,0.1,NA
