,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2012-13,23,GSW,NBA,SG,9,16,21%,48%,31%,,,-42.1,-43.8,1,1,1,0,0,0,5,0,1
2014-15,25,ATL,NBA,SG,16,303,1%,87%,12%,,,-5.4,-9.5,4,2,12,2,10,2,29,1,3
2015-16,26,ATL,NBA,SF,10,325,,27%,73%,,,-7.1,-17.8,3,7,4,0,4,2,44,2,10
2016-17,27,ATL,NBA,SF,6,150,2%,52%,46%,1%,,+6.9,+16.4,9,6,10,1,4,2,42,0,2
Career,,,NBA,,41,794,1%,55%,44%,,,-4.5,-8.7,17,16,27,3,18,6,120,3,16
,,,,,,,,,,,,,,,,,,,,,,
3 seasons,,ATL,NBA,,32,778,1%,55%,44%,,,-3.7,-8.0,16,15,26,3,18,6,115,3,15
1 season,,GSW,NBA,,9,16,21%,48%,31%,,,-42.1,-43.8,1,1,1,0,0,0,5,0,1
