,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2012-13,23,GSW,NBA,SG,61,267,21%,75%,4%,,,+1.4,+0.4,10,6,14,0,11,1,47,0,6
2013-14,24,TOT,NBA,SG,67,911,9%,41%,51%,,,-12.3,-13.3,40,24,55,3,48,10,209,4,13
2013-14,24,GSW,NBA,SG,44,268,16%,68%,16%,,,-22.4,-29.4,9,10,20,1,16,2,47,0,3
2013-14,24,LAL,NBA,SG,23,643,6%,30%,65%,,,-8.3,-2.7,31,14,35,2,32,8,162,4,10
2014-15,25,ATL,NBA,SG,75,1324,1%,74%,25%,,,-1.1,-10.4,28,31,79,3,44,6,186,10,23
2015-16,26,ATL,NBA,SF,75,2083,,20%,79%,,,+2.4,-2.6,55,52,71,14,65,18,380,15,37
2016-17,27,ATL,NBA,SF,73,1963,1%,40%,58%,2%,,-2.8,-3.1,81,35,83,5,60,17,395,11,30
2017-18,28,ATL,NBA,SG,65,1789,2%,77%,21%,,,-4.3,+3.0,99,43,64,10,92,15,519,23,35
2018-19,29,ATL,NBA,SG,67,1643,9%,88%,4%,,,-8.4,-4.3,77,31,79,6,72,20,368,15,34
2019-20,30,TOT,NBA,SF-SG,64,1604,,35%,63%,1%,,+1.8,+4.8,52,19,88,10,58,32,193,13,36
2019-20,30,POR,NBA,SF,43,1111,,12%,86%,2%,,+1.0,+3.8,42,11,53,4,31,21,138,6,18
2019-20,30,SAC,NBA,SG,21,493,,88%,12%,,,+3.6,+6.7,10,8,35,6,27,11,55,7,18
Career,,,NBA,,547,11584,3%,53%,44%,,,-2.7,-2.7,442,241,533,51,450,119,2297,91,214
,,,,,,,,,,,,,,,,,,,,,,
5 seasons,,ATL,NBA,,355,8802,2%,57%,41%,,,-2.7,-3.1,340,192,376,38,333,76,1848,74,159
2 seasons,,GSW,NBA,,105,535,18%,71%,10%,,,-10.5,-14.5,19,16,34,1,27,3,94,0,9
1 season,,POR,NBA,,43,1111,,12%,86%,2%,,+1.0,+3.8,42,11,53,4,31,21,138,6,18
1 season,,LAL,NBA,,23,643,6%,30%,65%,,,-8.3,-2.7,31,14,35,2,32,8,162,4,10
1 season,,SAC,NBA,,21,493,,88%,12%,,,+3.6,+6.7,10,8,35,6,27,11,55,7,18
