Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1954-55,26,MLH,NBA,SF,7,NA,47,5,19,0.263,2,2,1,10,6,7,12
Career,NA,,NBA,,7,NA,47,5,19,0.263,2,2,1,10,6,7,12
