,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game
Season,Age,College,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST
2005-06,19,AUGUSTAST,21,194,51,73,0,0,9,22,23,51,4,1,12,23,40,111,.699,,.409,9.2,5.3,2.4,0.2
2006-07,20,AUGUSTAST,31,702,166,241,0,0,73,121,85,211,24,14,74,59,112,405,.689,,.603,22.6,13.1,6.8,0.8
2007-08,21,AUGUSTAST,34,904,211,277,0,0,95,164,114,264,40,12,89,72,117,517,.762,,.579,26.6,15.2,7.8,1.2
2008-09,22,AUGUSTAST,35,939,225,285,0,0,116,177,103,271,30,13,90,63,119,566,.789,,.655,26.8,16.2,7.7,0.9
Career,,,121,2739,653,876,0,0,293,484,325,797,98,40,265,217,388,1599,.745,,.605,22.6,13.2,6.6,0.8
