,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
1972-73,22,PHO,NBA,,7,14,,,,,7,7,,,11,6,,,,6,17,
1973-74,23,PHO,NBA,,10,17,,,,,9,10,5,11,14,6,5,,,6,25,
1974-75,24,TOT,NBA,,5,,,,,,7,7,,,,,,,,,13,
1974-75,24,PHO,NBA,,3,7,,,,,7,7,6,6,7,2,1,1,,4,13,
1974-75,24,LAL,NBA,,5,,,,,,6,6,,,,,,,,,13,
1975-76,25,LAL,NBA,,9,,,,,,5,8,,,,,,,,,18,
1976-77,26,POR,NBA,,6,8,,,,,5,7,4,7,8,3,2,1,,6,16,
1977-78,27,POR,NBA,,11,14,,,,,6,7,4,7,10,6,4,2,4,6,24,24.1
1978-79,28,IND,NBA,,8,,,,,,4,4,,,,,,,,,19,
1979-80,29,IND,NBA,,1,,0,,,,0,,,,3,,,,,,2,
Career,,,,,11,,,,,,9,,,,,,,,,,25,
3 Seasons,,PHO,NBA,,10,17,,,,,9,10,,,14,6,,,,6,25,
2 Seasons,,POR,NBA,,11,14,,,,,6,7,4,7,10,6,4,2,,6,24,
2 Seasons,,LAL,NBA,,9,,,,,,6,8,,,,,,,,,18,
2 Seasons,,IND,NBA,,8,,,,,,4,,,,,,,,,,19,
