,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game
Season,Age,College,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST
1968-69,18,UPENN,21,,,,,,,,,,,,,,,331,,,,,15.8,,
1969-70,19,UPENN,27,,141,309,,,112,145,,240,,,,,,394,.456,,.772,,14.6,8.9,
1970-71,20,UPENN,29,,112,274,,,70,95,,248,,,,,,294,.409,,.737,,10.1,8.6,
1971-72,21,UPENN,28,,137,240,,,104,137,,194,,,,,,378,.571,,.759,,13.5,6.9,
Career,,,84,,390,823,,,286,377,,682,,,,,,1066,.474,,.759,,12.7,8.1,
