Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,TOV%,USG%,,OWS,DWS,WS,WS/48
1967-68,23,INA,ABA,PF,3,60,22.3,0.579,0,0.179,NA,NA,19.4,9.9,11.7,20.9,NA,0.2,-0.1,0.1,0.058
1968-69,24,KEN,ABA,PF,7,102,22.4,0.567,0.041,0.306,NA,NA,13.4,11,11.2,24,NA,0.3,0.1,0.4,0.182
1969-70,25,INA,ABA,PF,8,21,-1.3,0.333,0,0,NA,NA,8.2,12.3,33.3,16.1,NA,0,0,0,-0.018
Career,NA,,ABA,,18,183,19.6,0.556,0.024,0.241,NA,NA,14.7,10.8,13.2,22.1,NA,0.5,0,0.5,0.119
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,INA,ABA,,11,81,16.2,0.539,0,0.147,NA,NA,16.5,10.6,16.2,19.7,NA,0.1,-0.1,0.1,0.038
1 season,NA,KEN,ABA,,7,102,22.4,0.567,0.041,0.306,NA,NA,13.4,11,11.2,24,NA,0.3,0.1,0.4,0.182
