Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,TOV,PF,PTS
1967-68,23,INA,ABA,PF,77,NA,2045,371,831,0.446,0,1,0,371,830,0.447,0.446,180,270,0.667,NA,NA,527,69,140,277,922
1968-69,24,TOT,ABA,PF,77,NA,1947,318,714,0.445,1,5,0.2,317,709,0.447,0.446,178,240,0.742,223,371,594,104,138,274,815
1968-69,24,NYA,ABA,PF,30,NA,726,133,279,0.477,0,0,NA,133,279,0.477,0.477,78,110,0.709,80,134,214,42,72,107,344
1968-69,24,KEN,ABA,PF,47,NA,1221,185,435,0.425,1,5,0.2,184,430,0.428,0.426,100,130,0.769,143,237,380,62,66,167,471
1969-70,25,TOT,ABA,PF,69,NA,819,126,327,0.385,1,5,0.2,125,322,0.388,0.387,57,87,0.655,93,167,260,46,82,142,310
1969-70,25,KEN,ABA,PF,43,NA,531,79,206,0.383,0,1,0,79,205,0.385,0.383,41,64,0.641,71,99,170,33,57,94,199
1969-70,25,INA,ABA,PF,26,NA,288,47,121,0.388,1,4,0.25,46,117,0.393,0.393,16,23,0.696,22,68,90,13,25,48,111
Career,NA,,ABA,,223,NA,4811,815,1872,0.435,2,11,0.182,813,1861,0.437,0.436,415,597,0.695,316,538,1381,219,360,693,2047
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,INA,ABA,,103,NA,2333,418,952,0.439,1,5,0.2,417,947,0.44,0.44,196,293,0.669,22,68,617,82,165,325,1033
2 seasons,NA,KEN,ABA,,90,NA,1752,264,641,0.412,1,6,0.167,263,635,0.414,0.413,141,194,0.727,214,336,550,95,123,261,670
1 season,NA,NYA,ABA,,30,NA,726,133,279,0.477,0,0,NA,133,279,0.477,0.477,78,110,0.709,80,134,214,42,72,107,344
