,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2007-08,27,HOU,NBA,PF,6,220,,,,72%,28%,-6.6,-13.2,1,6,7,3,17,2,19,3,8
2008-09,28,HOU,NBA,PF,13,424,,,,97%,3%,-0.8,+3.0,9,9,13,3,21,6,57,5,17
2013-14,33,IND,NBA,PF,18,243,,,,100%,,-13.9,-17.9,3,3,6,1,6,1,22,1,2
2015-16,35,TOR,NBA,PF,11,140,,,3%,90%,6%,-18.7,-15.5,0,4,4,1,5,0,17,0,3
Career,,,NBA,,48,1027,,,,91%,8%,-7.6,-8.0,13,22,30,8,49,9,115,9,30
,,,,,,,,,,,,,,,,,,,,,,
2 seasons,,HOU,NBA,,19,644,,,,88%,12%,-2.8,-2.6,10,15,20,6,38,8,76,8,25
1 season,,IND,NBA,,18,243,,,,100%,,-13.9,-17.9,3,3,6,1,6,1,22,1,2
1 season,,TOR,NBA,,11,140,,,3%,90%,6%,-18.7,-15.5,0,4,4,1,5,0,17,0,3
