Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,TOV,PF,PTS
1966-67,23,STL,NBA,SG,32,NA,6.9,0.8,2.7,0.31,NA,NA,NA,0.8,2.7,0.31,0.31,0.4,0.6,0.684,NA,NA,1.1,1.4,NA,1.1,2.1
1967-68,24,SEA,NBA,SG,76,NA,23.6,3.6,9.2,0.396,NA,NA,NA,3.6,9.2,0.396,0.396,2.4,3.1,0.79,NA,NA,4.7,3.7,NA,3,9.7
1968-69,25,SEA,NBA,SG,76,NA,14.8,1.9,4.9,0.392,NA,NA,NA,1.9,4.9,0.392,0.392,1.3,1.8,0.701,NA,NA,2.8,2.5,NA,2.4,5.1
1969-70,26,KEN,ABA,SG,40,NA,12.3,1.4,3.7,0.374,0.2,0.5,0.368,1.2,3.2,0.375,0.398,1,1.2,0.891,0.6,1.1,1.7,2.2,1.5,2,4
Career,NA,,TOT,,224,NA,16.2,2.3,5.8,0.387,0.2,0.5,0.368,2.2,5.7,0.387,0.39,1.5,1.9,0.768,0.6,1.1,3,2.7,1.5,2.3,6
,NA,,NBA,,184,NA,17.1,2.4,6.3,0.389,NA,NA,NA,2.4,6.3,0.389,0.389,1.6,2.1,0.753,NA,NA,3.3,2.8,NA,2.4,6.5
,NA,,ABA,,40,NA,12.3,1.4,3.7,0.374,0.2,0.5,0.368,1.2,3.2,0.375,0.398,1,1.2,0.891,0.6,1.1,1.7,2.2,1.5,2,4
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,SEA,NBA,,152,NA,19.2,2.8,7,0.395,NA,NA,NA,2.8,7,0.395,0.395,1.8,2.4,0.757,NA,NA,3.7,3.1,NA,2.7,7.4
1 season,NA,KEN,ABA,,40,NA,12.3,1.4,3.7,0.374,0.2,0.5,0.368,1.2,3.2,0.375,0.398,1,1.2,0.891,0.6,1.1,1.7,2.2,1.5,2,4
1 season,NA,STL,NBA,,32,NA,6.9,0.8,2.7,0.31,NA,NA,NA,0.8,2.7,0.31,0.31,0.4,0.6,0.684,NA,NA,1.1,1.4,NA,1.1,2.1
