Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,TOV%,USG%,,OWS,DWS,WS,WS/48
1966-67,23,STL,NBA,SG,1,1,-46.8,0,NA,0,NA,NA,NA,0,NA,NA,NA,0,0,0,-1.142
Career,NA,,NBA,,1,1,-46.8,0,NA,0,NA,NA,NA,0,NA,NA,NA,0,0,0,-1.142
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,STL,NBA,,1,1,-46.8,0,NA,0,NA,NA,NA,0,NA,NA,NA,0,0,0,-1.142
