Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1978-79,22,KCK,NBA,PG,79,NA,2723,467,1004,0.465,NA,NA,NA,467,1004,0.465,0.465,326,401,0.813,33,149,182,681,174,6,323,245,1260
1979-80,23,KCK,NBA,PG,82,NA,2621,489,1058,0.462,4,23,0.174,485,1035,0.469,0.464,346,423,0.818,29,143,172,610,136,4,282,208,1328
1980-81,24,KCK,NBA,PG,66,NA,2287,424,887,0.478,11,36,0.306,413,851,0.485,0.484,294,354,0.831,26,102,128,580,99,6,241,190,1153
1981-82,25,KCK,NBA,PG,72,65,1952,285,649,0.439,7,32,0.219,278,617,0.451,0.445,136,166,0.819,24,81,105,451,63,1,194,160,713
1982-83,26,TOT,NBA,PG,77,63,1610,213,445,0.479,1,9,0.111,212,436,0.486,0.48,97,123,0.789,18,85,103,290,52,3,134,190,524
1982-83,26,NJN,NBA,PG,7,7,163,20,35,0.571,0,1,0,20,34,0.588,0.571,7,10,0.7,0,7,7,38,6,0,21,22,47
1982-83,26,MIL,NBA,PG,70,56,1447,193,410,0.471,1,8,0.125,192,402,0.478,0.472,90,113,0.796,18,78,96,252,46,3,113,168,477
1983-84,27,HOU,NBA,PG,81,55,2020,236,470,0.502,2,15,0.133,234,455,0.514,0.504,98,117,0.838,28,109,137,410,59,8,135,243,572
1984-85,28,HOU,NBA,PG,25,1,290,14,47,0.298,0,4,0,14,43,0.326,0.298,16,18,0.889,3,24,27,61,6,1,17,33,44
Career,NA,,NBA,,482,184,13503,2128,4560,0.467,25,119,0.21,2103,4441,0.474,0.469,1313,1602,0.82,161,693,854,3083,589,29,1326,1269,5594
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4 seasons,NA,KCK,NBA,,299,65,9583,1665,3598,0.463,22,91,0.242,1643,3507,0.468,0.466,1102,1344,0.82,112,475,587,2322,472,17,1040,803,4454
2 seasons,NA,HOU,NBA,,106,56,2310,250,517,0.484,2,19,0.105,248,498,0.498,0.485,114,135,0.844,31,133,164,471,65,9,152,276,616
1 season,NA,MIL,NBA,,70,56,1447,193,410,0.471,1,8,0.125,192,402,0.478,0.472,90,113,0.796,18,78,96,252,46,3,113,168,477
1 season,NA,NJN,NBA,,7,7,163,20,35,0.571,0,1,0,20,34,0.588,0.571,7,10,0.7,0,7,7,38,6,0,21,22,47
