,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
1985-86,20,DEN,NBA,,6,8,0,0,6,8,4,6,7,8,13,3,2,3,3,6,16,14.7
1986-87,21,DEN,NBA,,1,1,0,0,1,1,0,0,0,1,1,1,0,0,1,1,2,1.3
Career,,,,,6,8,0,0,6,8,4,6,7,8,13,3,2,3,3,6,16,14.7
