Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,TOV,PF,PTS
1967-68,26,NOB,ABA,NA,7,NA,4.7,0.7,1.6,0.455,0.1,0.1,1,0.6,1.4,0.4,0.5,1.3,1.4,0.9,NA,NA,0.3,0.1,1.3,1,2.9
Career,NA,,ABA,NA,7,NA,4.7,0.7,1.6,0.455,0.1,0.1,1,0.6,1.4,0.4,0.5,1.3,1.4,0.9,NA,NA,0.3,0.1,1.3,1,2.9
