,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1967-68,26,HSM,ABA,,9,,0,,,,8,9,,,,,,,,,26
1969-70,28,INA,ABA,,5,,0,,,,4,4,,,,,,,,,14
1970-71,29,TOT,ABA,,6,11,0,0,6,11,2,2,3,3,6,1,,0,4,6,14
1970-71,29,DNR,ABA,,6,11,0,0,6,11,2,2,3,3,6,1,,0,4,6,14
1971-72,30,DNR,ABA,,5,,0,,,,3,3,,,,,,,,,13
Career,,,,,9,,0,,,,8,9,,,,,,,,,26
1 Season,,INA,ABA,,5,,0,,,,4,4,,,,,,,,,14
2 Seasons,,DNR,ABA,,6,,0,,,,3,3,,,,,,,,,14
1 Season,,HSM,ABA,,9,,0,,,,8,9,,,,,,,,,26
