Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48
1967-68,26,HSM,ABA,PF,3,94,20.6,0.501,0,0.419,NA,NA,8.6,8.7,NA,NA,3.8,22.3,NA,0.1,0,0.2,0.085
1969-70,28,INA,ABA,PF,15,227,14.8,0.584,0,0.348,NA,NA,11,3.1,NA,NA,5.9,14,NA,0.5,0.4,0.9,0.183
1971-72,30,DNR,ABA,PF,7,94,6.6,0.486,0.032,0.29,NA,NA,5.9,6.5,NA,NA,16.7,18.5,NA,0,0.1,0.1,0.072
Career,NA,,ABA,,25,415,14.3,0.538,0.007,0.357,NA,NA,9.3,5.1,NA,NA,7.8,16.9,NA,0.6,0.6,1.2,0.136
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,INA,ABA,,15,227,14.8,0.584,0,0.348,NA,NA,11,3.1,NA,NA,5.9,14,NA,0.5,0.4,0.9,0.183
1 season,NA,DNR,ABA,,7,94,6.6,0.486,0.032,0.29,NA,NA,5.9,6.5,NA,NA,16.7,18.5,NA,0,0.1,0.1,0.072
1 season,NA,HSM,ABA,,3,94,20.6,0.501,0,0.419,NA,NA,8.6,8.7,NA,NA,3.8,22.3,NA,0.1,0,0.2,0.085
