Season,Team,Lg,Salary
1996-97,Minnesota Timberwolves,NBA,"$1,917,000"
1997-98,Minnesota Timberwolves,NBA,"$2,266,320"
1998-99,New Jersey Nets,NBA,"$2,562,000"
1999-00,New Jersey Nets,NBA,"$9,000,000"
2000-01,New Jersey Nets,NBA,"$10,130,000"
2001-02,Phoenix Suns,NBA,"$11,250,000"
2002-03,Phoenix Suns,NBA,"$12,375,000"
2003-04,Phoenix Suns,NBA,"$13,500,000"
2004-05,New York Knicks,NBA,"$14,625,000"
2005-06,New York Knicks,NBA,"$16,453,125"
2006-07,New York Knicks,NBA,"$17,184,375"
2007-08,New York Knicks,NBA,"$19,012,500"
2008-09,New York Knicks,NBA,"$20,840,625"
Career,(may be incomplete),,"$151,115,945"
