,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2008-09,21,BOS,NBA,SF,29,216,,3%,84%,13%,,-10.8,-20.4,4,3,21,6,7,0,31,2,5
2009-10,22,TOT,NBA,SG-SF,35,768,6%,47%,45%,2%,,-0.2,-0.3,8,7,51,5,24,7,95,4,8
2009-10,22,BOS,NBA,SF,8,29,,,58%,42%,,-11.9,-16.0,0,1,2,0,1,0,6,0,0
2009-10,22,NYK,NBA,SG,27,739,7%,49%,44%,1%,,+0.2,+4.9,8,6,49,5,23,7,89,4,8
2010-11,23,NYK,NBA,SG,61,784,,62%,39%,,,+6.1,+6.2,13,7,35,12,22,1,85,7,11
2011-12,24,NYK,NBA,SG,32,620,,67%,32%,1%,,+0.3,-3.8,17,4,39,6,8,3,82,2,11
2014-15,27,MIA,NBA,SF,24,628,,1%,89%,10%,,+0.4,+3.8,9,2,40,8,5,4,64,0,8
Career,,,NBA,,181,3016,2%,42%,52%,4%,,+0.9,+0.1,51,23,186,37,66,15,357,15,43
,,,,,,,,,,,,,,,,,,,,,,
3 seasons,,NYK,NBA,,120,2143,2%,59%,39%,,,+2.4,+2.9,38,17,123,23,53,11,256,13,30
2 seasons,,BOS,NBA,,37,245,,3%,81%,16%,,-10.9,-19.9,4,4,23,6,8,0,37,2,5
1 season,,MIA,NBA,,24,628,,1%,89%,10%,,+0.4,+3.8,9,2,40,8,5,4,64,0,8
