Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2008-09,21,BOS,NBA,SF,29,0,216,6,9.7,0.621,0,0.2,0,6,9.5,0.632,2.7,3.8,0.696,1.3,3.5,4.8,2.2,1,0.3,3,8.5,14.7
2009-10,22,TOT,NBA,SG-SF,35,13,768,5.6,10.9,0.517,2.3,5.4,0.431,3.3,5.4,0.603,1.8,2.3,0.796,0.7,3.4,4.1,1.9,1.1,0.1,1.3,3.9,15.4
2009-10,22,BOS,NBA,SF,8,0,29,3.7,7.4,0.5,0,0,NA,3.7,7.4,0.5,2.5,2.5,1,0,6.2,6.2,3.7,0,0,2.5,5,9.9
2009-10,22,NYK,NBA,SG,27,13,739,5.7,11,0.518,2.4,5.7,0.431,3.3,5.4,0.609,1.8,2.3,0.787,0.7,3.3,4,1.8,1.1,0.1,1.3,3.8,15.6
2010-11,23,NYK,NBA,SG,61,1,784,4.8,10.8,0.441,2.7,7,0.386,2.1,3.8,0.542,1.4,2,0.705,0.7,4.9,5.6,1.6,1,0.3,1.7,3.7,13.7
2011-12,24,NYK,NBA,SG,32,8,620,3.9,9.9,0.398,2.1,6.6,0.319,1.9,3.4,0.552,1,1.2,0.85,0.5,4.1,4.6,2.1,1.1,0.4,2,4.9,11
2014-15,27,MIA,NBA,SF,24,13,628,3.3,9.6,0.345,2.6,7.6,0.341,0.7,2.1,0.361,0.8,1,0.778,0.4,4.3,4.7,1.7,1.4,0.5,1.4,4.4,10
Career,NA,,NBA,,181,35,3016,4.6,10.3,0.446,2.3,6.1,0.369,2.3,4.2,0.56,1.4,1.8,0.76,0.7,4.1,4.8,1.8,1.1,0.3,1.7,4.5,12.9
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,NYK,NBA,,120,22,2143,4.9,10.6,0.457,2.4,6.4,0.38,2.4,4.2,0.574,1.4,1.9,0.766,0.7,4.1,4.8,1.8,1.1,0.3,1.6,4.1,13.6
2 seasons,NA,BOS,NBA,,37,0,245,5.7,9.4,0.609,0,0.1,0,5.7,9.3,0.619,2.6,3.7,0.72,1.2,3.8,5,2.4,0.9,0.3,2.9,8.1,14.1
1 season,NA,MIA,NBA,,24,13,628,3.3,9.6,0.345,2.6,7.6,0.341,0.7,2.1,0.361,0.8,1,0.778,0.4,4.3,4.7,1.7,1.4,0.5,1.4,4.4,10
