,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2000-01,25,MIA,NBA,PG,72,1630,56%,44%,1%,,,+2.2,-0.6,74,26,62,14,28,0,594,6,19
2001-02,26,MIA,NBA,PG,46,1050,70%,30%,,,,-9.6,-10.6,44,18,47,6,14,0,477,4,11
2002-03,27,MIA,NBA,PG,49,912,99%,1%,,,,-7.4,-2.2,57,10,23,6,19,0,439,4,13
2003-04,28,SAS,NBA,PG,5,87,100%,,,,,-0.9,-9.3,6,2,4,1,0,0,27,0,0
2004-05,29,MIN,NBA,PG,66,742,97%,3%,,,,+3.0,+1.7,45,8,32,6,18,0,339,5,7
2005-06,30,MIN,NBA,PG,45,589,83%,17%,,,,-3.0,-1.0,23,9,26,4,20,1,216,5,6
2006-07,31,DEN,NBA,PG,2,37,100%,,,,,+3.9,+2.1,3,2,2,0,0,0,29,0,0
2007-08,32,DEN,NBA,PG,70,1960,100%,,,,,+1.0,-5.0,90,16,79,9,31,7,842,7,18
2008-09,33,DEN,NBA,PG,78,1787,97%,3%,,,,+2.8,-1.5,111,24,69,8,24,9,826,7,14
2009-10,34,DEN,NBA,PG,54,859,82%,18%,,,,-1.2,-6.9,39,8,30,6,5,2,356,1,6
2010-11,35,TOT,NBA,PG,33,463,98%,2%,,,,+1.3,-1.9,29,6,23,3,1,2,158,0,2
2010-11,35,DEN,NBA,PG,14,153,93%,7%,,,,-4.3,-9.7,12,1,9,1,0,0,60,0,0
2010-11,35,NYK,NBA,PG,19,310,100%,,,,,+4.1,+3.2,17,5,14,2,1,2,98,0,2
2011-12,36,TOR,NBA,PG,24,209,100%,,,,,-9.7,-6.4,9,7,9,1,3,4,74,0,0
Career,,,NBA,,544,10325,86%,14%,,,,-0.8,-3.4,530,136,406,64,163,25,4377,39,96
,,,,,,,,,,,,,,,,,,,,,,
5 seasons,,DEN,NBA,,218,4796,95%,5%,,,,+1.1,-4.1,255,51,189,24,60,18,2113,15,38
3 seasons,,MIA,NBA,,167,3592,71%,29%,,,,-3.7,-3.9,175,54,132,26,61,0,1510,14,43
2 seasons,,MIN,NBA,,111,1331,91%,9%,,,,+0.3,+0.5,68,17,58,10,38,1,555,10,13
1 season,,TOR,NBA,,24,209,100%,,,,,-9.7,-6.4,9,7,9,1,3,4,74,0,0
1 season,,NYK,NBA,,19,310,100%,,,,,+4.1,+3.2,17,5,14,2,1,2,98,0,2
1 season,,SAS,NBA,,5,87,100%,,,,,-0.9,-9.3,6,2,4,1,0,0,27,0,0
