,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2000-01,25,MIA,NBA,PG,3,69,64%,37%,,,,-31.2,-14.0,7,1,4,0,0,0,24,0,0
2006-07,31,DEN,NBA,PG,1,14,100%,,,,,-30.4,-25.2,0,0,0,0,1,0,5,1,0
2007-08,32,DEN,NBA,PG,4,61,100%,,,,,-20.2,-10.1,3,0,3,0,0,0,30,0,1
2008-09,33,DEN,NBA,PG,16,228,100%,,,,,+8.0,-2.1,9,2,16,0,2,0,80,0,1
2009-10,34,DEN,NBA,PG,1,7,61%,39%,,,,-9.1,-7.4,0,0,0,0,0,0,6,0,0
2010-11,35,NYK,NBA,PG,4,49,100%,,,,,+9.8,+25.7,3,1,0,0,0,0,14,0,0
Career,,,NBA,,29,428,93%,7%,,,,-3.7,-2.8,22,4,23,0,3,0,159,1,2
,,,,,,,,,,,,,,,,,,,,,,
4 seasons,,DEN,NBA,,22,310,99%,1%,,,,+0.3,-4.9,12,2,19,0,3,0,121,1,2
1 season,,NYK,NBA,,4,49,100%,,,,,+9.8,+25.7,3,1,0,0,0,0,14,0,0
1 season,,MIA,NBA,,3,69,64%,37%,,,,-31.2,-14.0,7,1,4,0,0,0,24,0,0
