,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
1973-74,23,KCO,NBA,,13,,,,,,8,10,,,,,,,,,27,
1974-75,24,KCO,NBA,,10,,,,,,10,11,,,,,,,,,23,
1975-76,25,NOJ,NBA,,10,,,,,,8,10,,,,,,,,,27,
1976-77,26,NOJ,NBA,,10,,,,,,6,7,,,,,,,,,24,
1977-78,27,TOT,NBA,,11,,,,,,8,12,,,,,,,,,24,
1977-78,27,ATL,NBA,,9,,,,,,8,12,,,,,,,,,22,
1977-78,27,HOU,NBA,,4,,,,,,0,1,,,,,,,,,8,
1977-78,27,IND,NBA,,11,,,,,,7,9,,,,,,,,,24,
1978-79,28,TOT,NBA,,5,,,,,,2,3,,,,,,,,,12,
1978-79,28,DET,NBA,,0,,,,,,0,0,,,,,,,,,0,
1978-79,28,NYK,NBA,,2,,,,,,2,2,,,,,,,,,6,
1978-79,28,KCK,NBA,,5,,,,,,2,3,,,,,,,,,12,
1979-80,29,WSB,NBA,,4,,0,,,,3,3,,,,,,,,,9,
Career,,,,,13,,,,,,10,12,,,,,,,,,27,
3 Seasons,,"KCK,KCO",NBA,,13,,,,,,10,11,,,,,,,,,27,
2 Seasons,,NOJ,NBA,,10,,,,,,8,10,,,,,,,,,27,
1 Season,,IND,NBA,,11,,,,,,7,9,,,,,,,,,24,
1 Season,,ATL,NBA,,9,,,,,,8,12,,,,,,,,,22,
1 Season,,WSB,NBA,,4,,0,,,,3,3,,,,,,,,,9,
1 Season,,NYK,NBA,,2,,,,,,2,2,,,,,,,,,6,
1 Season,,HOU,NBA,,4,,,,,,0,1,,,,,,,,,8,
1 Season,,DET,NBA,,0,,,,,,0,0,,,,,,,,,0,
