,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game
Season,Age,College,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST
1971-72,21,MINNESOTA,14,,83,183,,,62,86,,146,,,,,,228,.454,,.721,,16.3,10.4,
1972-73,22,MINNESOTA,26,,199,413,,,70,101,,253,,,,,,468,.482,,.693,,18.0,9.7,
Career,,,40,,282,596,,,132,187,,399,,,,,,696,.473,,.706,,17.4,10.0,
