,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,TRB,AST,PF,PTS
1950-51,22,TOT,NBA,,10,,11,14,,,,25
1950-51,22,BLB,NBA,,10,,11,14,,,,25
1950-51,22,FTW,NBA,,6,,8,9,,,,15
1953-54,25,FTW,NBA,,4,,5,,,,,9
1954-55,26,TOT,NBA,,9,,7,8,,,6,21
1954-55,26,PHW,NBA,,9,,7,8,,,6,21
Career,,,,,10,,11,,,,,25
2 Seasons,,FTW,NBA,,6,,8,,,,,15
1 Season,,PHW,NBA,,9,,7,8,,,6,21
1 Season,,BLB,NBA,,10,,11,14,,,,25
