Season,Team,Lg,Salary
1998-99,Orlando Magic,NBA,"$287,500"
1999-00,Washington Wizards,NBA,"$5,000"
2000-01,New York Knicks,NBA,"$423,500"
Career,(may be incomplete),,"$716,000"
