Thru 3 Years,Thru 3 Years,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3
James White,,0.5,0.3,0
Anthony Jones,95.6,0.5,0.3,0
Pete Myers,88.3,0.5,0.3,-0.1
Doug Lee,85.6,0.4,0.4,0
Alan Anderson,81.0,0.4,0.3,0.1
Craig Ehlo,76.2,0.5,0.2,0
Jordan McRae,75.5,0.5,0.4,0.2
Delaney Rudd,73.6,0.6,0.3,0.1
James Young,73.6,0.3,0.3,0.1
Briante Weber,72.6,0.4,0.3,0
Elliot Williams,69.1,0.3,0.3,0.1
