Career,Career,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3,4
James White,,0.5,0.3,0,NA
Anthony Jones,95.6,0.5,0.3,0,NA
Doug Lee,85.6,0.4,0.4,0,NA
Jordan McRae,75.5,0.5,0.4,0.2,NA
Briante Weber,72.6,0.4,0.3,0,NA
James Young,68.5,0.3,0.3,0.1,0.1
Corey Beck,66.1,0.4,0.2,-0.1,NA
Darrin Hancock,63.8,0.5,0.4,0.2,NA
Elliot Williams,63.3,0.3,0.3,0.1,0
Julyan Stone,62.2,0.4,0.3,0.2,0.1
Kennard Winchester,61.1,0.5,0.4,0.3,NA
