,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2000-01,26,DET,NBA,PG,81,2363,100%,,,,,-1.9,-0.3,94,39,44,8,36,0,711,8,29
2001-02,27,DET,NBA,PG,79,2285,100%,,,,,+1.0,-4.0,77,28,67,10,39,0,587,11,37
2002-03,28,DET,NBA,PG,65,1398,100%,,,,,+4.9,+1.1,47,15,28,8,16,0,395,3,16
2003-04,29,TOT,NBA,PG,64,1544,100%,,,,,+2.0,-0.6,63,21,28,6,22,0,482,4,16
2003-04,29,DET,NBA,PG,40,751,100%,,,,,+1.9,-5.7,33,10,19,3,10,0,200,1,4
2003-04,29,BOS,NBA,PG,24,793,100%,,,,,+2.1,+4.3,30,11,9,3,12,0,282,3,12
2004-05,30,LAL,NBA,PG,82,2903,100%,,,,,-3.1,+1.8,98,27,47,22,52,0,804,9,33
2005-06,31,TOT,NBA,PG-SG,71,1713,80%,20%,,,,+0.8,-3.1,49,26,44,8,34,13,450,3,19
2005-06,31,WAS,NBA,SG,28,552,39%,62%,,,,-6.4,-9.7,18,8,14,4,5,8,152,0,3
2005-06,31,MEM,NBA,PG,43,1161,100%,,,,,+4.3,-0.2,31,18,30,4,29,5,298,3,16
2006-07,32,MEM,NBA,PG,75,2064,100%,,,,,-3.5,+4.4,76,22,44,18,84,15,762,14,33
2007-08,33,DEN,NBA,SG,24,352,89%,11%,,,,-3.6,-7.8,9,0,10,1,4,1,104,1,3
2008-09,34,TOT,NBA,PG,33,412,100%,,,,,-6.9,-5.6,16,4,8,1,3,1,132,0,4
2008-09,34,DEN,NBA,PG,14,115,100%,,,,,+4.1,+0.5,8,1,1,0,0,0,65,0,0
2008-09,34,OKC,NBA,PG,19,297,100%,,,,,-11.3,-4.9,8,3,7,1,3,1,67,0,4
2009-10,35,DET,NBA,PG,40,644,100%,,,,,-5.4,+0.6,18,5,18,8,6,9,196,1,5
Career,,,NBA,,614,15678,98%,2%,,,,-0.9,-0.3,547,187,338,90,296,39,4623,54,195
,,,,,,,,,,,,,,,,,,,,,,
5 seasons,,DET,NBA,,305,7441,100%,,,,,+0.3,-1.6,269,97,176,37,107,9,2089,24,91
2 seasons,,MEM,NBA,,118,3225,100%,,,,,-0.7,+2.7,107,40,74,22,113,20,1060,17,49
1 season,,LAL,NBA,,82,2903,100%,,,,,-3.1,+1.8,98,27,47,22,52,0,804,9,33
2 seasons,,DEN,NBA,,38,467,92%,8%,,,,-1.7,-5.7,17,1,11,1,4,1,169,1,3
1 season,,WAS,NBA,,28,552,39%,62%,,,,-6.4,-9.7,18,8,14,4,5,8,152,0,3
1 season,,BOS,NBA,,24,793,100%,,,,,+2.1,+4.3,30,11,9,3,12,0,282,3,12
1 season,,OKC,NBA,,19,297,100%,,,,,-11.3,-4.9,8,3,7,1,3,1,67,0,4
