Season,Team,Lg,Salary
1999-00,Orlando Magic,NBA,"$385,000"
2000-01,Detroit Pistons,NBA,"$3,000,000"
2001-02,Detroit Pistons,NBA,"$3,300,000"
2002-03,Detroit Pistons,NBA,"$3,600,000"
2003-04,Detroit Pistons,NBA,"$3,900,000"
2004-05,Los Angeles Lakers,NBA,"$4,200,000"
2005-06,Washington Wizards,NBA,"$4,500,000"
2006-07,Memphis Grizzlies,NBA,"$3,000,000"
2007-08,Denver Nuggets,NBA,"$3,000,000"
2008-09,Oklahoma City Thunder,NBA,"$3,240,000"
2009-10,Detroit Pistons,NBA,"$1,306,455"
2009-10,Minnesota Timberwolves,NBA,"$760,000"
Career,(may be incomplete),,"$34,191,455"
