Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
1970-71,22,BUF,NBA,C,65,1293,11.1,0.445,0.38,NA,NA,15.9,5.5,NA,NA,NA,-0.4,1.1,0.6,0.024,NA,NA,NA,NA,NA
1971-72,23,BUF,NBA,PF,62,1239,11.8,0.477,0.213,NA,NA,14.8,6,NA,NA,NA,0.3,0.4,0.6,0.025,NA,NA,NA,NA,NA
1972-73,24,TOT,NBA,C,72,1370,11.9,0.442,0.214,NA,NA,18.5,7.1,NA,NA,NA,-0.5,2.2,1.7,0.059,NA,NA,NA,NA,NA
1972-73,24,BUF,NBA,C,4,47,14.5,0.475,0.118,NA,NA,14.9,17.6,NA,NA,NA,0,0,0,0.036,NA,NA,NA,NA,NA
1972-73,24,CLE,NBA,C,68,1323,11.8,0.44,0.218,NA,NA,18.6,6.7,NA,NA,NA,-0.5,2.2,1.7,0.06,NA,NA,NA,NA,NA
1973-74,25,TOT,NBA,C,72,1405,11.9,0.542,0.327,8.2,19.8,14.4,6.2,0.9,1.5,NA,1.2,2.3,3.5,0.119,NA,-1.7,0.6,-1,0.3
1973-74,25,CLE,NBA,C,5,49,6.4,0.271,0.308,9.9,26.7,17.8,9.9,0,2.2,NA,-0.1,0,-0.1,-0.061,NA,-4.4,-0.2,-4.6,-0.1
1973-74,25,MIL,NBA,C,67,1356,12.1,0.553,0.327,8.1,19.6,14.2,6.1,0.9,1.5,NA,1.3,2.2,3.5,0.125,NA,-1.6,0.7,-0.9,0.4
1974-75,26,MIL,NBA,PF,79,2519,11.4,0.494,0.287,10.2,23,16.8,6.5,0.9,1.1,NA,1.6,3.1,4.7,0.09,NA,-1,0,-1.1,0.6
1975-76,27,LAL,NBA,PF,81,2512,10.2,0.509,0.244,8.8,18.4,13.8,5.3,1,0.9,NA,1.8,2.6,4.3,0.083,NA,-1.4,-0.3,-1.7,0.2
1976-77,28,LAL,NBA,PF,14,170,12.4,0.485,0.113,12.9,28.1,20.7,8.3,0.3,0.6,NA,0.1,0.2,0.3,0.091,NA,-2.4,-0.8,-3.2,-0.1
Career,NA,,NBA,,445,10508,11.3,0.486,0.271,9.3,20.7,15.7,6.1,0.9,1.1,NA,4,11.8,15.8,0.072,NA,-1.4,0,-1.4,1
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,MIL,NBA,,146,3875,11.7,0.517,0.302,9.5,21.8,15.9,6.4,0.9,1.2,NA,2.9,5.4,8.3,0.102,NA,-1.2,0.2,-1,1
3 seasons,NA,BUF,NBA,,131,2579,11.5,0.461,0.294,NA,NA,15.4,6,NA,NA,NA,-0.1,1.4,1.3,0.025,NA,NA,NA,NA,NA
2 seasons,NA,LAL,NBA,,95,2682,10.3,0.507,0.232,9.1,19,14.2,5.5,0.9,0.9,NA,1.8,2.8,4.7,0.083,NA,-1.5,-0.3,-1.8,0.1
2 seasons,NA,CLE,NBA,,73,1372,11.6,0.435,0.221,9.9,26.7,18.6,6.9,0,2.2,NA,-0.6,2.2,1.6,0.056,NA,-4.4,-0.2,-4.6,-0.1
