Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1970-71,22,BUF,NBA,C,65,NA,1293,156,376,0.415,79,143,0.552,NA,NA,452,53,NA,NA,140,391
1971-72,23,BUF,NBA,PF,62,NA,1239,162,366,0.443,58,78,0.744,NA,NA,379,54,NA,NA,125,382
1972-73,24,TOT,NBA,C,72,NA,1370,174,421,0.413,59,90,0.656,NA,NA,522,72,NA,NA,178,407
1972-73,24,BUF,NBA,C,4,NA,47,8,17,0.471,1,2,0.5,NA,NA,15,6,NA,NA,6,17
1972-73,24,CLE,NBA,C,68,NA,1323,166,404,0.411,58,88,0.659,NA,NA,507,66,NA,NA,172,390
1973-74,25,TOT,NBA,C,72,NA,1405,174,349,0.499,85,114,0.746,106,291,397,71,27,42,204,433
1973-74,25,CLE,NBA,C,5,NA,49,2,13,0.154,4,4,1,5,12,17,4,0,2,7,8
1973-74,25,MIL,NBA,C,67,NA,1356,172,336,0.512,81,110,0.736,101,279,380,67,27,40,197,425
1974-75,26,MIL,NBA,PF,79,NA,2519,248,541,0.458,106,155,0.684,238,574,812,127,49,54,267,602
1975-76,27,LAL,NBA,PF,81,NA,2512,251,524,0.479,89,128,0.695,223,499,722,106,55,46,283,591
1976-77,28,LAL,NBA,PF,14,NA,170,25,53,0.472,4,6,0.667,21,48,69,11,1,2,28,54
Career,NA,,NBA,,445,NA,10508,1190,2630,0.452,480,714,0.672,588,1412,3353,494,132,144,1225,2860
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,MIL,NBA,,146,NA,3875,420,877,0.479,187,265,0.706,339,853,1192,194,76,94,464,1027
3 seasons,NA,BUF,NBA,,131,NA,2579,326,759,0.43,138,223,0.619,NA,NA,846,113,NA,NA,271,790
2 seasons,NA,LAL,NBA,,95,NA,2682,276,577,0.478,93,134,0.694,244,547,791,117,56,48,311,645
2 seasons,NA,CLE,NBA,,73,NA,1372,168,417,0.403,62,92,0.674,5,12,524,70,0,2,179,398
