,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
1977-78,22,CHI,NBA,,11,,2,3,,,,,,,,,22,
1978-79,23,CHI,NBA,,3,9,4,4,2,2,4,5,2,0,3,4,8,9.2
Career,,,,,11,,4,4,,,,,,,,,22,
