,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game
Season,Age,College,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST
1973-74,18,DUKE,22,,55,114,,,28,35,,18,9,,,,,138,.482,,.800,,6.3,0.8,0.4
1974-75,19,DUKE,20,,73,154,,,48,57,,46,33,,,,,194,.474,,.842,,9.7,2.3,1.7
1975-76,20,DUKE,27,,265,507,,,124,155,,77,120,,,,,654,.523,,.800,,24.2,2.9,4.4
1976-77,21,DUKE,14,,136,245,,,46,59,,41,55,,,,,318,.555,,.780,,22.7,2.9,3.9
Career,,,83,,529,1020,,,246,306,,182,217,,,,,1304,.519,,.804,,15.7,2.2,2.6
