,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2001-02,23,MEM,NBA,SG,62,872,38%,61%,1%,,,-6.4,+2.3,33,18,26,4,21,0,195,3,22
2008-09,30,TOT,NBA,PG,53,712,100%,,,,,-8.6,-2.6,28,11,20,6,9,3,294,1,13
2008-09,30,TOR,NBA,PG,39,544,100%,,,,,-4.8,-2.1,25,10,15,5,5,1,271,1,9
2008-09,30,SAC,NBA,PG,14,168,100%,,,,,-20.8,-11.8,3,1,5,1,4,2,23,0,4
Career,,,NBA,,115,1584,66%,34%,,,,-7.4,+0.1,61,29,46,10,30,3,489,4,35
,,,,,,,,,,,,,,,,,,,,,,
1 season,,MEM,NBA,,62,872,38%,61%,1%,,,-6.4,+2.3,33,18,26,4,21,0,195,3,22
1 season,,TOR,NBA,,39,544,100%,,,,,-4.8,-2.1,25,10,15,5,5,1,271,1,9
1 season,,SAC,NBA,,14,168,100%,,,,,-20.8,-11.8,3,1,5,1,4,2,23,0,4
