Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
1975-76,24,PHI,NBA,SG,1,0,20:00,5,10,0.5,NA,NA,NA,2,2,1,2,6,3,3,0,NA,3,12
1976-77,25,PHI,NBA,SG,1,1,21:00,3,6,0.5,NA,NA,NA,2,2,1,1,2,6,1,0,NA,2,8
1977-78,26,PHI,NBA,SG,1,0,27:00,3,8,0.375,NA,NA,NA,8,11,0.727,4,5,8,2,0,4,3,14
1978-79,27,PHI,NBA,SG,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Career,NA,,NBA,,3,1,68,11,24,0.458,NA,NA,NA,12,15,0.8,7,13,17,6,0,4,8,34
