Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
1996-97,23,UTA,NBA,SG,18,296,11.3,0.53,0.182,0.424,8.4,11.2,9.8,7.3,2.1,0.3,14.2,14.7,NA,0.2,0.3,0.5,0.084,NA,0,0.7,0.7,0.2
1997-98,24,UTA,NBA,SG,20,378,11.6,0.562,0.107,0.359,8.8,11.2,10.1,9.2,0.7,0.2,20.1,19.4,NA,0.1,0.5,0.5,0.065,NA,-0.1,-0.8,-0.9,0.1
1998-99,25,UTA,NBA,SG,11,297,12.4,0.565,0.182,0.442,3.3,12.7,8.2,8.1,1.1,0.9,13.2,17.1,NA,0.4,0.3,0.7,0.109,NA,-0.2,1,0.8,0.2
2003-04,30,NYK,NBA,SG,4,117,1.2,0.305,0.259,0.074,4.4,4.6,4.5,16.2,1.8,0.7,22.3,13.7,NA,-0.3,0,-0.3,-0.112,NA,-6.2,-1,-7.2,-0.2
2004-05,31,MIA,NBA,SF,8,97,4.4,0.311,0.083,0.167,4.1,17.6,11.6,11.6,2.7,0,31.8,9.3,NA,-0.2,0.2,0,0.012,NA,-4,2.9,-1.1,0
2005-06,32,MIA,NBA,SF,13,90,1.7,0.416,0.231,0.462,4.2,11.4,7.9,6.6,0,0.9,27.7,11.4,NA,-0.1,0.1,0,-0.02,NA,-3.9,-0.6,-4.5,-0.1
Career,NA,,NBA,,74,1275,9.5,0.519,0.161,0.366,6.3,11.4,9,9.2,1.3,0.5,18.2,15.9,NA,0.1,1.3,1.4,0.053,NA,-1.2,0.2,-1,0.3
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,UTA,NBA,,49,971,11.7,0.554,0.15,0.402,7,11.6,9.4,8.3,1.3,0.4,16.4,17.3,NA,0.7,1,1.7,0.084,NA,-0.1,0.2,0.1,0.5
2 seasons,NA,MIA,NBA,,21,187,3.1,0.368,0.16,0.32,4.1,14.6,9.8,9.2,1.4,0.4,29.6,10.3,NA,-0.3,0.3,0,-0.003,NA,-4,1.2,-2.7,0
1 season,NA,NYK,NBA,,4,117,1.2,0.305,0.259,0.074,4.4,4.6,4.5,16.2,1.8,0.7,22.3,13.7,NA,-0.3,0,-0.3,-0.112,NA,-6.2,-1,-7.2,-0.2
