Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
1985-86,23,SAS,NBA,SG,1,1,20:00,2,6,0.333,0,0,NA,0,0,NA,1,9,5,0,0,4,1,4
1986-87,24,SAS,NBA,SG,1,1,16:00,2,5,0.4,0,0,NA,2,2,1,2,2,1,0,0,1,1,6
1987-88,25,SAS,NBA,SG,1,0,12:00,1,3,0.333,0,0,NA,0,0,NA,0,0,1,2,0,2,1,2
1990-91,28,MIL,NBA,SG,1,0,12:00,2,4,0.5,0,0,NA,2,2,1,0,2,0,0,0,3,0,6
Career,NA,,NBA,,4,2,60,7,18,0.389,0,0,NA,4,4,1,3,13,7,2,0,10,3,18
