Season,Team,Lg,Salary
1985-86,San Antonio Spurs,NBA,"$233,750"
1986-87,San Antonio Spurs,NBA,"$307,500"
1987-88,San Antonio Spurs,NBA,"$425,000"
1988-89,San Antonio Spurs,NBA,"$950,000"
1990-91,Milwaukee Bucks,NBA,"$870,000"
1991-92,Milwaukee Bucks,NBA,"$1,033,000"
1992-93,Milwaukee Bucks,NBA,"$1,283,000"
1993-94,Denver Nuggets,NBA,"$1,408,000"
1995-96,Toronto Raptors,NBA,"$225,000"
Career,(may be incomplete),,"$6,735,250"
