Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
1965-66,22,STL,NBA,PF,4,6,16.7,0.5,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0.109,NA,NA,NA,NA,NA
1966-67,23,CHI,NBA,PF,3,38,17.6,0.496,0.227,NA,NA,NA,8.8,NA,NA,NA,0.1,0,0.1,0.087,NA,NA,NA,NA,NA
1967-68,24,CHI,NBA,C,5,205,17,0.469,0.176,NA,NA,NA,7.9,NA,NA,NA,0.1,0.3,0.3,0.076,NA,NA,NA,NA,NA
1969-70,26,PHI,NBA,PF,5,167,11.7,0.469,0.404,NA,NA,NA,6.4,NA,NA,NA,0,-0.1,0,-0.009,NA,NA,NA,NA,NA
1970-71,27,PHI,NBA,PF,7,216,12.1,0.521,0.59,NA,NA,10,6.2,NA,NA,NA,0.3,0.1,0.3,0.077,NA,NA,NA,NA,NA
1971-72,28,ATL,NBA,PF,6,209,10.3,0.5,0.276,NA,NA,10.7,6.2,NA,NA,NA,0.1,0,0.2,0.044,NA,NA,NA,NA,NA
1972-73,29,ATL,NBA,PF,6,226,7.8,0.388,0.354,NA,NA,12.3,7.1,NA,NA,NA,-0.2,0.2,0,0.008,NA,NA,NA,NA,NA
1974-75,31,BUF,NBA,PF,6,39,5,0.4,0,7.9,11.3,9.5,9.4,0,0,NA,0,0,0,-0.01,NA,-2,-1.1,-3.1,0
Career,NA,,NBA,,42,1106,11.7,0.474,0.329,7.9,11.3,10.9,6.9,0,0,NA,0.4,0.5,0.9,0.041,NA,-2,-1.1,-3.1,0
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,"STL,ATL",NBA,,16,441,9.1,0.45,0.3,NA,NA,11.5,6.6,NA,NA,NA,0,0.3,0.2,0.026,NA,NA,NA,NA,NA
2 seasons,NA,PHI,NBA,,12,383,11.9,0.497,0.5,NA,NA,10,6.3,NA,NA,NA,0.3,0,0.3,0.04,NA,NA,NA,NA,NA
2 seasons,NA,CHI,NBA,,8,243,17.1,0.475,0.187,NA,NA,NA,8.1,NA,NA,NA,0.1,0.3,0.4,0.078,NA,NA,NA,NA,NA
1 season,NA,BUF,NBA,,6,39,5,0.4,0,7.9,11.3,9.5,9.4,0,0,NA,0,0,0,-0.01,NA,-2,-1.1,-3.1,0
