Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1965-66,22,STL,NBA,PF,65,NA,1104,5.2,12.8,0.402,2.2,3.9,0.567,NA,NA,11.5,1.4,NA,NA,5.7,12.5
1966-67,23,CHI,NBA,PF,77,NA,1475,6.2,14.7,0.417,2.1,3.9,0.553,NA,NA,11.4,1.4,NA,NA,4.4,14.4
1967-68,24,CHI,NBA,C,82,NA,2525,6,13,0.457,2.7,3.9,0.682,NA,NA,11.8,1.6,NA,NA,3.3,14.6
1968-69,25,CHI,NBA,SF,80,NA,2705,5.9,13.6,0.43,3.2,4.7,0.677,NA,NA,11.3,1.4,NA,NA,3,14.9
1969-70,26,PHI,NBA,PF,79,NA,2459,5.9,12.3,0.476,3,4,0.747,NA,NA,10.7,1.5,NA,NA,3.8,14.7
1970-71,27,PHI,NBA,PF,78,NA,2501,5.7,11.9,0.476,3.7,4.9,0.762,NA,NA,10.8,1.4,NA,NA,3.7,15.1
1971-72,28,TOT,NBA,PF,84,NA,2961,4.8,10.8,0.444,3.1,3.9,0.793,NA,NA,8.9,1.8,NA,NA,3.4,12.7
1971-72,28,PHI,NBA,PF,17,NA,545,4.5,10.3,0.436,3.6,4.4,0.821,NA,NA,8.9,1.7,NA,NA,3.9,12.6
1971-72,28,ATL,NBA,PF,67,NA,2416,4.8,10.9,0.446,3,3.8,0.785,NA,NA,9,1.8,NA,NA,3.2,12.7
1972-73,29,ATL,NBA,PF,75,NA,2833,3.9,9.1,0.432,2.1,2.8,0.728,NA,NA,10.2,2.2,NA,NA,3.2,9.9
1973-74,30,ATL,NBA,PF,73,NA,2519,4.2,8.7,0.485,1.9,2.8,0.684,3,7.5,10.5,2.2,0.7,1.1,3.6,10.4
1974-75,31,TOT,NBA,PF,80,NA,1579,4.4,9.6,0.454,1.4,2.1,0.667,2.5,6.4,8.9,2.5,0.8,0.6,3.8,10.1
1974-75,31,ATL,NBA,PF,38,NA,905,4.5,10.3,0.44,1.6,2.2,0.745,2.1,5.6,7.7,2.7,0.9,0.5,3.4,10.7
1974-75,31,BUF,NBA,PF,42,NA,674,4.1,8.7,0.475,1.1,2,0.553,3.1,7.4,10.5,2.3,0.6,0.7,4.3,9.3
1975-76,32,BUF,NBA,PF,1,NA,7,0,5.1,0,0,0,NA,5.1,0,5.1,5.1,0,0,0,0
Career,NA,,NBA,,774,NA,22668,5.2,11.5,0.449,2.6,3.7,0.705,2.8,7.1,10.5,1.8,0.7,0.9,3.6,13
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5 seasons,NA,"STL,ATL",NBA,,318,NA,9777,4.4,10,0.444,2.2,3.1,0.713,2.7,7,9.9,2.1,0.8,0.9,3.6,11.1
3 seasons,NA,CHI,NBA,,239,NA,6705,6,13.6,0.437,2.8,4.2,0.654,NA,NA,11.5,1.5,NA,NA,3.4,14.7
3 seasons,NA,PHI,NBA,,174,NA,5505,5.7,11.9,0.473,3.4,4.4,0.762,NA,NA,10.6,1.5,NA,NA,3.8,14.7
2 seasons,NA,BUF,NBA,,43,NA,681,4.1,8.6,0.472,1.1,2,0.553,3.1,7.3,10.5,2.3,0.6,0.7,4.3,9.3
