Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS,,ORtg,DRtg
1973-74,30,ATL,NBA,PF,73,NA,2519,5.1,10.5,0.485,2.3,3.4,0.684,3.6,9.1,12.6,2.7,0.8,1.3,4.3,12.5,NA,NA,98
1974-75,31,TOT,NBA,PF,80,NA,1579,5.4,12,0.454,1.8,2.6,0.667,3.1,8,11.1,3.2,1,0.7,4.7,12.6,NA,NA,99
1974-75,31,ATL,NBA,PF,38,NA,905,5.7,12.9,0.44,2,2.7,0.745,2.6,7,9.6,3.4,1.1,0.6,4.3,13.4,NA,NA,100
1974-75,31,BUF,NBA,PF,42,NA,674,5.1,10.7,0.475,1.4,2.5,0.553,3.8,9.2,13,2.8,0.7,0.9,5.4,11.6,NA,NA,98
1975-76,32,BUF,NBA,PF,1,NA,7,0,6.3,0,0,0,NA,6.3,0,6.3,6.3,0,0,0,0,NA,NA,107
Career,NA,,NBA,,154,NA,4105,5.2,11.1,0.472,2.1,3.1,0.678,3.4,8.6,12,2.9,0.9,1.1,4.5,12.5,NA,NA,98
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,ATL,NBA,,111,NA,3424,5.3,11.1,0.472,2.2,3.2,0.697,3.3,8.6,11.9,2.9,0.9,1.1,4.3,12.8,NA,NA,99
2 seasons,NA,BUF,NBA,,43,NA,681,5,10.7,0.472,1.4,2.5,0.553,3.9,9.1,13,2.9,0.7,0.9,5.3,11.5,NA,NA,98
