,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1965-66,22,STL,NBA,,1,2,0,0,,,2,0,,,1,2
1966-67,23,CHI,NBA,,5,12,2,3,,,6,1,,,4,12
1967-68,24,CHI,NBA,,10,20,4,5,,,19,4,,,4,24
1969-70,26,PHI,NBA,,8,,6,7,,,,,,,,17
1970-71,27,PHI,NBA,,7,17,7,8,,,12,3,,,6,21
1971-72,28,TOT,NBA,,8,12,3,4,,,11,4,,,5,16
1971-72,28,ATL,NBA,,8,12,3,4,,,11,4,,,5,16
1972-73,29,ATL,NBA,,4,10,3,11,,,15,4,,,6,9
1974-75,31,TOT,NBA,,1,3,0,0,,,5,2,,,2,2
1974-75,31,BUF,NBA,,1,3,0,0,,,5,2,,,2,2
Career,,,,,10,,7,11,,,,,,,,24
3 Seasons,,"ATL,STL",NBA,,8,12,3,11,,,15,4,,,6,16
2 Seasons,,PHI,NBA,,8,,7,8,,,,,,,,21
2 Seasons,,CHI,NBA,,10,20,4,5,,,19,4,,,4,24
1 Season,,BUF,NBA,,1,3,0,0,,,5,2,,,2,2
