,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,TRB,AST,PF,PTS
1959-60,22,TOT,NBA,,8,,7,,,,,17
1959-60,22,STL,NBA,,4,,2,,,,,10
1959-60,22,NYK,NBA,,8,,7,12,,,,17
1960-61,23,SYR,NBA,,2,,2,4,,,4,6
Career,,,,,8,,7,,,,,17
1 Season,,NYK,NBA,,8,,7,12,,,,17
1 Season,,STL,NBA,,4,,2,,,,,10
1 Season,,SYR,NBA,,2,,2,4,,,4,6
