Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,,OWS,DWS,WS,WS/48
1958-59,21,STL,NBA,SF,2,7,11.5,1,0,NA,NA,NA,NA,NA,0,0,0,0.261
1959-60,22,TOT,NBA,SF,61,656,NA,0.449,0.364,NA,NA,NA,NA,NA,NA,NA,NA,NA
1959-60,22,STL,NBA,SF,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1959-60,22,CIN,NBA,SF,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1960-61,23,SYR,NBA,SF,79,2090,14.7,0.492,0.372,NA,NA,NA,NA,NA,3.3,2,5.3,0.121
1961-62,24,SYR,NBA,SF,80,2301,16.3,0.502,0.417,NA,NA,NA,NA,NA,4.1,2.9,7,0.145
1962-63,25,SYR,NBA,SF,60,1234,14.6,0.521,0.443,NA,NA,NA,NA,NA,2.2,1.1,3.3,0.129
1963-64,26,PHI,NBA,SF,41,927,13.5,0.489,0.489,NA,NA,NA,NA,NA,1,0.6,1.6,0.084
1964-65,27,PHI,NBA,SF,80,1993,14.7,0.493,0.426,NA,NA,NA,8.1,NA,2.9,1.7,4.6,0.11
1965-66,28,PHI,NBA,SF,72,1068,12.6,0.477,0.428,NA,NA,NA,8.4,NA,0.8,1.4,2.2,0.101
1966-67,29,PHI,NBA,SF,63,757,13.8,0.509,0.362,NA,NA,NA,6.9,NA,1.1,0.8,1.9,0.118
1967-68,30,SDR,NBA,PF,80,1755,17.3,0.525,0.444,NA,NA,NA,7.7,NA,3.6,1.5,5,0.138
1968-69,31,TOT,NBA,SF,59,926,17.9,0.526,0.419,NA,NA,NA,7.5,NA,2.2,0.6,2.7,0.141
1968-69,31,MIL,NBA,SF,34,624,19.5,0.537,0.412,NA,NA,NA,7.8,NA,1.8,0.5,2.2,0.169
1968-69,31,DET,NBA,SF,25,302,14.7,0.499,0.437,NA,NA,NA,6.9,NA,0.4,0.1,0.5,0.083
1969-70,32,SFW,NBA,SF,73,951,14.2,0.482,0.401,NA,NA,NA,8.2,NA,0.3,1.1,1.4,0.071
Career,NA,,NBA,,750,14665,15.2,0.5,0.416,NA,NA,NA,7.9,NA,21.4,13.6,35.1,0.115
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7 seasons,NA,"SYR,PHI",NBA,,475,10370,14.7,0.498,0.415,NA,NA,NA,7.9,NA,15.4,10.5,25.9,0.12
1 season,NA,SDR,NBA,,80,1755,17.3,0.525,0.444,NA,NA,NA,7.7,NA,3.6,1.5,5,0.138
1 season,NA,SFW,NBA,,73,951,14.2,0.482,0.401,NA,NA,NA,8.2,NA,0.3,1.1,1.4,0.071
2 seasons,NA,STL,NBA,,44,7,11.5,1,0,NA,NA,NA,NA,NA,0,0,0,0.261
1 season,NA,MIL,NBA,,34,624,19.5,0.537,0.412,NA,NA,NA,7.8,NA,1.8,0.5,2.2,0.169
1 season,NA,DET,NBA,,25,302,14.7,0.499,0.437,NA,NA,NA,6.9,NA,0.4,0.1,0.5,0.083
1 season,NA,CIN,NBA,,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
