Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1960-61,23,SYR,NBA,SF,8,NA,208,34,95,0.358,32,41,0.78,55,12,33,100
1961-62,24,SYR,NBA,SF,5,NA,170,17,54,0.315,22,25,0.88,45,4,22,56
1962-63,25,SYR,NBA,SF,5,NA,75,10,34,0.294,12,13,0.923,16,0,14,32
1963-64,26,PHI,NBA,SF,5,NA,149,24,60,0.4,21,27,0.778,29,8,23,69
1964-65,27,PHI,NBA,SF,10,NA,132,16,48,0.333,30,34,0.882,23,6,31,62
1965-66,28,PHI,NBA,SF,5,NA,82,11,29,0.379,8,11,0.727,14,4,14,30
1966-67,29,PHI,NBA,SF,5,NA,24,6,11,0.545,6,6,1,6,2,6,18
Career,NA,,NBA,,43,NA,840,118,331,0.356,131,157,0.834,188,36,143,367
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7 seasons,NA,"SYR,PHI",NBA,,43,NA,840,118,331,0.356,131,157,0.834,188,36,143,367
