Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,,OWS,DWS,WS,WS/48
1960-61,23,SYR,NBA,SF,8,208,12.9,0.442,0.432,NA,NA,NA,8.7,NA,0.1,0.2,0.3,0.059
1961-62,24,SYR,NBA,SF,5,170,10.2,0.431,0.463,NA,NA,NA,3.5,NA,0,0.2,0.2,0.053
1962-63,25,SYR,NBA,SF,5,75,6.7,0.403,0.382,NA,NA,NA,0,NA,-0.1,0,-0.1,-0.065
1963-64,26,PHI,NBA,SF,5,149,11.9,0.48,0.45,NA,NA,NA,7.8,NA,0.2,0,0.2,0.058
1964-65,27,PHI,NBA,SF,10,132,10.7,0.492,0.708,NA,NA,NA,6.1,NA,0.2,0.1,0.2,0.087
1965-66,28,PHI,NBA,SF,5,82,8.3,0.443,0.379,NA,NA,NA,7.4,NA,0,0.1,0.1,0.038
1966-67,29,PHI,NBA,SF,5,24,23.6,0.66,0.545,NA,NA,NA,11.6,NA,0.2,0,0.2,0.384
Career,NA,,NBA,,43,840,11.1,0.459,0.474,NA,NA,NA,6.3,NA,0.4,0.6,1,0.058
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7 seasons,NA,"SYR,PHI",NBA,,43,840,11.1,0.459,0.474,NA,NA,NA,6.3,NA,0.4,0.6,1,0.058
