Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,,OWS,DWS,WS,WS/48
1953-54,22,PHW,NBA,SG,15,422,8.1,0.348,0.303,NA,NA,NA,NA,NA,-0.7,0.3,-0.4,-0.051
1955-56,24,PHW,NBA,SG,67,1007,11.7,0.438,0.302,NA,NA,NA,NA,NA,0.4,0.8,1.1,0.053
1956-57,25,PHW,NBA,SG,72,1743,11.7,0.434,0.309,NA,NA,NA,NA,NA,1,1.1,2.1,0.057
1957-58,26,PHW,NBA,SG,71,1974,12.7,0.462,0.297,NA,NA,NA,NA,NA,2.4,1.9,4.3,0.104
1958-59,27,PHW,NBA,SG,70,1017,10.4,0.413,0.156,NA,NA,NA,NA,NA,-0.2,1.1,0.9,0.045
1959-60,28,PHW,NBA,SG,66,809,8.2,0.414,0.109,NA,NA,NA,NA,NA,-0.2,1,0.9,0.051
1960-61,29,TOT,NBA,SG,10,82,12.5,0.405,0.241,NA,NA,NA,NA,NA,0,0.1,0.1,0.064
1960-61,29,STL,NBA,SG,7,62,12.1,0.409,0.238,NA,NA,NA,NA,NA,0,0.1,0.1,0.071
1960-61,29,SYR,NBA,SG,3,20,13.6,0.394,0.25,NA,NA,NA,NA,NA,0,0,0,0.039
Career,NA,,NBA,,371,7054,11.2,0.431,0.253,NA,NA,NA,NA,NA,2.6,6.4,9,0.061
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6 seasons,NA,PHW,NBA,,361,6972,11.2,0.432,0.253,NA,NA,NA,NA,NA,2.6,6.2,8.9,0.061
1 season,NA,STL,NBA,,7,62,12.1,0.409,0.238,NA,NA,NA,NA,NA,0,0.1,0.1,0.071
1 season,NA,SYR,NBA,,3,20,13.6,0.394,0.25,NA,NA,NA,NA,NA,0,0,0,0.039
