,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,TRB,AST,PF,PTS
1953-54,22,PHW,NBA,,6,,7,8,,,5,19
1955-56,24,PHW,NBA,,8,,8,12,,,5,17
1956-57,25,PHW,NBA,,11,17,5,9,,,6,27
1957-58,26,PHW,NBA,,11,,8,8,,,,27
1958-59,27,PHW,NBA,,10,,4,5,,,5,20
1959-60,28,PHW,NBA,,8,11,3,4,,6,5,16
1960-61,29,TOT,NBA,,3,,4,,,,,6
1960-61,29,STL,NBA,,2,,4,,,,,6
1960-61,29,SYR,NBA,,3,,1,2,,,2,6
Career,,,,,11,,8,,,,,27
6 Seasons,,PHW,NBA,,11,,8,12,,,,27
1 Season,,STL,NBA,,2,,4,,,,,6
1 Season,,SYR,NBA,,3,,1,2,,,2,6
