,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,TRB,AST,PF,PTS
1955-56,24,PHW,NBA,,10,13,5,5,8,6,6,23
1956-57,25,PHW,NBA,,9,21,2,3,7,3,2,20
1957-58,26,PHW,NBA,,5,13,3,3,11,4,5,11
1959-60,28,PHW,NBA,,3,4,0,1,3,1,1,6
Career,,,,,10,21,5,5,11,6,6,23
