Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,TOV,PF,PTS
1969-70,26,NOB,ABA,NA,28,NA,155,37,82,0.451,0,2,0,37,80,0.463,0.451,11,13,0.846,12,19,31,10,16,21,85
Career,NA,,ABA,NA,28,NA,155,37,82,0.451,0,2,0,37,80,0.463,0.451,11,13,0.846,12,19,31,10,16,21,85
