,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
1988-89,23,NJN,NBA,,7,9,1,2,6,8,3,5,1,2,2,8,2,1,2,3,18,15.7
1989-90,24,PHI,NBA,,1,4,1,1,1,4,1,2,1,2,2,11,1,0,2,2,4,9.6
1990-91,25,DEN,NBA,,6,12,2,5,4,8,5,6,2,2,3,16,3,1,7,5,18,17.0
1993-94,28,NYK,NBA,,2,3,1,2,2,2,3,3,1,3,3,6,1,0,1,3,7,10.4
1994-95,29,PHI,NBA,,5,8,1,3,5,5,2,4,1,4,4,5,2,1,4,4,11,9.8
Career,,,,,7,12,2,5,6,8,5,6,2,4,4,16,3,1,7,5,18,17.0
1 Season,,NJN,NBA,,7,9,1,2,6,8,3,5,1,2,2,8,2,1,2,3,18,15.7
2 Seasons,,PHI,NBA,,5,8,1,3,5,5,2,4,1,4,4,11,2,1,4,4,11,9.8
1 Season,,NYK,NBA,,2,3,1,2,2,2,3,3,1,3,3,6,1,0,1,3,7,10.4
1 Season,,DEN,NBA,,6,12,2,5,4,8,5,6,2,2,3,16,3,1,7,5,18,17.0
