Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1988-89,23,NJN,NBA,SG,32,0,337,2.9,6.8,0.422,0.1,0.5,0.2,2.8,6.3,0.441,1.3,1.7,0.75,0.3,1.7,2,7.2,1.6,0.1,2.1,2.9,7.2
1989-90,24,PHI,NBA,SG,9,0,81,1.8,5.3,0.333,0.4,0.9,0.5,1.3,4.4,0.3,0.4,1.8,0.25,0.4,1.8,2.2,11.6,1.8,0,4.4,4.9,4.4
1990-91,25,DEN,NBA,SG,10,2,226,4.5,11.2,0.4,0.8,3.3,0.238,3.7,7.8,0.469,3.5,4.1,0.846,0.6,1.6,2.2,14.5,1.6,0.3,3.7,4,13.2
1993-94,28,NYK,NBA,SG,18,0,78,4.2,9.2,0.45,0.9,2.3,0.4,3.2,6.9,0.467,6,6.9,0.867,1.4,4.6,6,13.8,0.9,0,2.3,5.5,15.2
1994-95,29,PHI,NBA,SG,11,8,280,3.1,6.6,0.471,0.3,1.9,0.133,2.8,4.6,0.611,0.6,1.4,0.455,0.1,2.2,2.3,4.2,1,0.1,1.8,3,7.1
Career,NA,,NBA,,80,10,1002,3.3,7.8,0.424,0.4,1.7,0.229,2.9,6.1,0.479,1.9,2.6,0.736,0.4,2,2.5,8.9,1.4,0.1,2.6,3.5,8.9
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,NJN,NBA,,32,0,337,2.9,6.8,0.422,0.1,0.5,0.2,2.8,6.3,0.441,1.3,1.7,0.75,0.3,1.7,2,7.2,1.6,0.1,2.1,2.9,7.2
2 seasons,NA,PHI,NBA,,20,8,361,2.8,6.3,0.444,0.3,1.7,0.176,2.5,4.6,0.543,0.6,1.5,0.4,0.2,2.1,2.3,5.9,1.2,0.1,2.4,3.4,6.5
1 season,NA,NYK,NBA,,18,0,78,4.2,9.2,0.45,0.9,2.3,0.4,3.2,6.9,0.467,6,6.9,0.867,1.4,4.6,6,13.8,0.9,0,2.3,5.5,15.2
1 season,NA,DEN,NBA,,10,2,226,4.5,11.2,0.4,0.8,3.3,0.238,3.7,7.8,0.469,3.5,4.1,0.846,0.6,1.6,2.2,14.5,1.6,0.3,3.7,4,13.2
